doi,title,affiliations_raw
10.26599/JAC.2025.9221074,Ultrafast preparation of dense textured ZrB2-based ceramics via heavy continuous DC Joule heating and pressing,"1National and Local Joint Engineering Laboratory for Slag Comprehensive Utilization and Environmental Technology, Shaanxi University of Technology, Hanzhong 723001, China; 2School of Materials Science and Engineering, Shaanxi University of Technology, Hanzhong 723001, China; 3State Key Laboratory of Crystal Materials, Institute of Crystal Materials, Shandong University, Jinan 250100, China; 4School of Defence Science & Technology, Xi’an Technological University, Xi’an 710032, China"
10.26599/JAC.2025.9221075,Ultra-transparent β-Ga2O3:Cr3+ glass-ceramics enabling high-efficiency true-transmission near-infrared light-emitting diodes,"1Institute of Light+X Science and Technology, Faculty of Electrical Engineering and Computer Science, Ningbo University, Ningbo 315211, China; 2Guangdong Provincial Key Laboratory of Optical Fiber Sensing and Communications, Institute of Photonics Technology, Jinan University, Guangzhou 511443, China; 3College of Mathematics and Systems Science, Guangdong Polytechnic Normal University, Guangzhou 510665, China; 4College of Physics and Electronic Information & Henan Key Laboratory of Electromagnetic Transformation and Detection, Luoyang Normal University, Luoyang 471934, China; 5State Key Lab of"
10.26599/JAC.2025.9221076,Site-controlled multi-ion substitution enabling low-loss and high-permittivity microwave ferrites,"School of Materials and Energy, University of Electronic Science and Technology of China, Chengdu 611731, China"
10.26599/JAC.2025.9221077,Simultaneous enhancement of piezoelectric performance and Curie temperature in high-temperature Bi4Ti3O12 piezoceramics through A/B site co-doping,"School of Materials, Sun Yat-sen University, Shenzhen 518107, China; † Xuanyu Chen and Bao Ou contributed equally to this work."
10.26599/JAC.2025.9221078,Probing solid-state diffusion and its synergistic role with preferential oxidation in enhancing the ablation performance of multiphase multicomponent carbide,"1International Institute for Material Innovation, Nanchang University, Nanchang 330031, China; 2State Key Laboratory of Powder Metallurgy, Central South University, Changsha 410083, China; 3State Key Laboratory of Oil and Gas Equipment, CNPC Tubular Goods Research Institute, Xi’an 710077, China; † Ziming Ye and Jiao Hu contributed equally to this work."
10.26599/JAC.2025.9221050,A fast composition-stability machine learning model for screening MAX phases and guiding discovery of Ti2SnN,"National Key Laboratory of Science and Technology on Advanced Composites in Special Environments and Center for Composite Materials and Structures, Harbin Institute of Technology, Harbin 150080, China"
10.26599/JAC.2025.9221051,MnO2 doping induced structural tuning drives superior piezoelectric response in CaBi4Ti4O15-based ceramics,"1Jiangxi Key Laboratory of Advanced Ceramic Materials, Jingdezhen 333403, China; 2China National Light Industry Key Laboratory of Functional Ceramic Materials, Jingdezhen 333403, China; 3School of Materials Science and Engineering, Jingdezhen Ceramic University, Jingdezhen 333403, China; 4National Engineering Research Center for Domestic & Building Ceramics, Jingdezhen 333403, China; † Qilai Wen and Huan-Huan Guo contributed equally to this work."
10.26599/JAC.2025.9221052,Femtosecond laser-induced honeycomb structure on the interface for the micro-welding of YSZ/sapphire,"1College of Mechanical and Energy Engineering, Beijing University of Technology, Beijing 100124, China; 2State Key Laboratory of Precision Welding & Joining of Materials and Structures, Harbin Institute of Technology, Harbin 150001, China"
10.26599/JAC.2025.9221053,High-Q enstatite microwave/terahertz dielectric ceramics modulated by phase transition and lattice distortion,"State Key Laboratory of New Ceramics and Fine Processing, School of Materials Science and Engineering, Tsinghua University, Beijing 100084, China"
10.26599/JAC.2025.9221054,Excellent comprehensive piezoelectric performances of SiC-doped BCTZ-based lead-free piezoelectric ceramics,"1School of Material Science and Engineering, University of Jinan, Jinan 250022, China; 2Guangdong Key Laboratory of Electronic Functional Materials and Devices, Huizhou University, Huizhou 516007, China"
10.26599/JAC.2025.9221055,Preparation of porous mullite ceramics composed entirely of overlapping and interlocking mullite whiskers through whisker in-situ growth,"1Aviation Engineering Institute, Civil Aviation University of China, Tianjin 300300, China; 2College of Science, Civil Aviation University of China, Tianjin 300300, China; 3Department of Safety Engineering, Civil Aviation University of China, Tianjin 300300, China; 4Binzhou Beicheng Construction Engineering Materials Testing Co., Ltd., Binzhou 256602, China; † Ruoyu Zhang and Jingjing Li contributed equally to this work."
10.26599/JAC.2025.9221056,Superior energy storage density and efficiency in antiferroelectric-like BNT-based ceramics via single-element phase engineering,"1Key Laboratory of Inorganic Functional Materials and Devices, Shanghai Institute of Ceramics, Chinese Academy of Sciences, Shanghai 200050, China; 2Center of Materials Science and Optoelectronics Engineering, University of Chinese Academy of Sciences, Beijing 100049, China; 3School of Chemistry and Materials Science, Hangzhou Institute for Advanced Study, University of Chinese Academy of Sciences, Hangzhou 310024, China; 4State Key Laboratory of High Performance Ceramics and Superfine Microstructure, Shanghai Institute of Ceramics, Chinese Academy of Sciences, Shanghai 200050, China; † Shuang"
10.26599/JAC.2025.9221057,Joule heating-driven ultrafast synthesis of (Fe1−xMnx)2AlB2 and its electromagnetic wave absorption properties,"1School of Material Science and Engineering, Xi’an University of Science and Technology, Xi’an 710054, China; 2Science and Technology on Thermostructural Composite Materials Laboratory, Northwestern Polytechnical University, Xi’an 710072, China"
10.26599/JAC.2025.9221058,Hollow engineering of HCNs@CoFe2Se4-QDs with quantum dots toward ultra-broadband electromagnetic wave absorption,"1School of Chemistry and Chemical Engineering, Northwestern Polytechnical University, Xi’an 710129, China; 2Key Laboratory of Multi-spectral Absorbing Materials and Structures, University of Electronic Science and Technology of China, Ministry of Education, UESTC, Chengdu 611731, China; 3School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an 710072, China"
10.26599/JAC.2025.9221059,Entropy-driven microwave absorption enhancement in hexagonal (Ba1/3Sr1/3Ca1/3)FeO3 perovskite,"1School of Materials Science and Engineering, Zhengzhou University, Zhengzhou 450001, China; 2Department of Materials and Earth Sciences, Technical University of Darmstadt, Darmstadt 64283, Germany; 3Henan Academy of Sciences, Zhengzhou 450046, China; 4School of Materials Science and Engineering, Zhengzhou University of Aeronautics, Zhengzhou 450015, China; 5Cijin Technology (Henan) Co., Zhengzhou 452470, China; 6Department of Engineering, Faculty of Environment, Science and Economy, University of Exeter, Exeter EX4 4QF, UK"
10.26599/JAC.2025.9221060,Controlled growth of Pr1.5Ba1.5Cu3O7 cubes to meliorate the cathode reaction for protonic ceramic fuel cells,"School of Resource Environment and Safety Engineering, University of South China, Hengyang 421001, China"
10.26599/JAC.2025.9221061,Lowering operating temperatures in high-power laser-excited LuAG:Ce films by improving crystallinity and increasing Ce3+ content,"1Key Laboratory for Anisotropy and Texture of Materials (Ministry of Education), School of Materials Science and Engineering, Northeastern University, Shenyang 110819, China; 2State Key Laboratory of Advanced Technologies for Comprehensive Utilization of Platinum Metals, Yunnan Precious Metals Laboratory Co., Ltd., Kunming 650106, China; 3Sino-Platinum Metals Semiconductor Materials (Yunnan) Co., Ltd., Kunming 650106, China"
10.26599/JAC.2025.9221062,A comprehensive study on flash sintering of anatase and rutile polymorphs-containing titania nanopowder: Phase and microstructure development,"São Carlos Institute of Physics, University of São Paulo (USP), São Carlos 13560-970, Brazil"
10.26599/JAC.2025.9221063,High energy storage performance in the Bi0.5Na0.5TiO3–BaTiO3–Nd(Mg1/2Hf1/2)O3 ternary system with multiscale polymorphic domains and local heterogeneous structure,"1State Key Laboratory for Mechanical Behavior of Materials, Xi’an Jiaotong University, Xi’an 710049, China; 2State Key Laboratory for Manufacturing Systems Engineering & Electronic Materials Research Laboratory, Key Laboratory of the Ministry of Education, Xi’an Jiaotong University, Xi’an 710049, China; 3Key Laboratory of New Processing Technology for Nonferrous Metal & Materials, Ministry of Education/Guangxi Key Laboratory of Optical and Electronic Materials and Devices/Collaborative Innovation Center for Exploration of Nonferrous Metal Deposits and Efficient Utilization of Resources, Guilin"
10.26599/JAC.2025.9221046,Versatile BiFeO3 shining in piezocatalysis: From materials engineering to diverse applications,"1School of Instrumentation Science and Engineering, Harbin Institute of Technology, Harbin 150080, China; 2Institute of Applied Physics and Materials Engineering, University of Macau, Avenida da Universidade, Macao 999078, China; 3Energy Materials Research Group (EMRG), School of Materials and Mineral Resources Engineering, Universiti Sains Malaysia, Nibong Tebal 14300, Malaysia; 4Zhengzhou Research Institute, Harbin Institute of Technology, Zhengzhou 450046, China; 5Department of Transportation and Environment, Shenzhen Institute of Information Technology, Shenzhen 518172, China"
10.26599/JAC.2025.9221034,Insights into high electric-field-induced strain in BiAlO3 modified Bi1/2Na1/2TiO3 films,"1Department of Physics and Energy Harvest Storage Research Center (EHSRC), University of Ulsan, Ulsan 44610, Republic of Korea; 2Research Center, Kairos Co., Ltd., Suwon 16229, Republic of Korea; 3Busan Center, Korea Basic Science Institute, Busan 46742, Republic of Korea; 4Department of Physics, University of Science and Technology, Bannu 28100, Pakistan; 5Center for High Technology Materials and the Department of Mechanical Engineering, The University of New Mexico, Albuquerque 87131, USA; 6School of Materials Science and Engineering, University of Ulsan, Ulsan 44776, Republic of Korea; 7Ele"
10.26599/JAC.2025.9221035,Preparation of (Tb0.94−xLu0.06Hox)2O3 transparent ceramics with high Verdet constants for magneto-optical applications,"1School of Material Science and Engineering, Wuhan University of Technology, Wuhan 430000, China; 2Institute of Chemical Materials, China Academy of Engineering Physics, Mianyang 621900, China; 3Sichuan Research Center of New Materials, Chengdu 610200, China"
10.26599/JAC.2025.9221036,Ultra durable composite steam electrode with cube-shaped BaZr0.85Y0.15O3−δ facet-boosted efficiency toward advanced protonic ceramic electrolysis cells,"College of Materials Science and Engineering, Nanjing Tech University, Nanjing 211816, China; † Xiaole Yu and Lin Ge contributed equally to this work."
10.26599/JAC.2025.9221037,A new type of dense silicon nitride-based metamaterial,"1State Key Laboratory of Solid Lubrication, Lanzhou Institute of Chemical Physics, Chinese Academy of Sciences, Lanzhou 730000, China; 2State Key Laboratory of High Performance Ceramics and Superfine Microstructures, Shanghai Institute of Ceramics, Chinese Academy of Sciences, Shanghai 200050, China; 3School of Materials Science and Engineering, Shandong University of Science and Technology, Qingdao 266590, China; 4Shandong Laboratory of Advanced Materials and Green Manufacturing at Yantai, Yantai 264006, China; 5Yantai Zhongke Research Institute of Advanced Materials and Green Chemical Engine"
10.26599/JAC.2025.9221038,Achieving a large field-induced polarization and energy density in BaTiO3 films sputter-deposited on Si at 200 °C via a buffer-layer technique,"1Institute of Advanced Energy Materials and Chemistry, Jinan Engineering Laboratory for Multi-scale Functional Materials, Shandong Provincial Key Laboratory of Molecular Engineering, School of Chemistry and Chemical Engineering, Qilu University of Technology (Shandong Academy of Sciences), Jinan 250353, China; 2Key Laboratory of Key Film Materials & Application for Equipments (Hunan Province), Hunan Provincial Key Laboratory of Thin Film Materials and Devices, School of Material Sciences and Engineering, Xiangtan University, Xiangtan 411105, China; 3Key Laboratory for Liquid–Solid Structure Ev"
10.26599/JAC.2025.9221039,Enhancing microwave absorption performance of MoS2 by synergistic effect of Fe doping,"1National Key Laboratory of Precision Welding & Joining of Materials and Structures Harbin Institute of Technology, Harbin 150001, China; 2School of Materials Science and Engineering Harbin Institute of Technology, Harbin 150001, China; 3MIIT Key Laboratory of Advanced Structural-Functional Integration Materials & Green, Manufacturing Technology, Harbin Institute of Technology, Harbin 150001, China"
10.26599/JAC.2025.9221040,Avoiding undesirable cathode/electrolyte interfacial reactions for proton-conducting solid oxide fuel cells by Joule heating,"1School of Electronic and Information Engineering, Changshu Institute of Technology, Changshu 215500, China; 2School of Resource Environment and Safety Engineering, University of South China, Hengyang 421001, China"
10.26599/JAC.2025.9221041,A high-entropy rare-earth phosphate and its principle single component REPO4 for environmental barrier coatings,"1Department of Materials Science and Engineering, Rensselaer Polytechnic Institute, NY 12180, USA; 2Department of Mechanical, Aerospace and Nuclear Engineering, Rensselaer Polytechnic Institute, NY 12180, USA"
10.26599/JAC.2025.9221042,Reactive self-consumption strategy to suppress SiO2 phase transition-induced cracking,"1State Key Laboratory for Mechanical Behavior of Materials, School of Materials Science and Engineering, Xi’an Jiaotong University, Xi’an 710049, China; 2AECC Beijing Institute of Aeronautical Material, Beijing 100095, China"
10.26599/JAC.2025.9221043,Texture development and surface reconstruction of BiVO4 photoanode via one-pot hydrothermal reaction for enhanced photoelectrochemical water splitting,"1Department of Energy Systems Research, Ajou University, Suwon 16499, Republic of Korea; 2Department of Material Science & Engineering, Ajou University, Suwon 16499, Republic of Korea; 3Department of Mechanical Engineering, Stanford University, Stanford 94305, USA; 4Department of Material Science & Engineering, Korea University, Seoul 02841, Republic of Korea; 5Materials Science and Engineering Program, University of Colorado Boulder, Boulder 80303, USA; † Sung Won Hwang and Yoo Jae Jeong contributed equally to this work."
10.26599/JAC.2025.9221044,Low-temperature rapid sintering for the fabrication of biphasic Si3N4 ceramics with outstanding mechanical properties,"1State Key Laboratory of New Ceramic Materials, School of Materials Science and Engineering, Tsinghua University, Beijing 100084, China; 2State Key Laboratory for Advanced Metals and Materials, University of Science and Technology Beijing, Beijing 100083, China"
10.26599/JAC.2025.9221045,K0.5Na0.5NbO3-based multifunctional transparent ceramics for ultrahigh sensitive optical thermometry,"School of Physics and Materials Science, Guangzhou University, Guangzhou 510006, China"
10.26599/JAC.2025.9221047,Temperature-dependent microstructural evolution in a compositionally complex solid electrolyte: The role of a grain boundary transition,"1Aiiso Yufeng Li Family Department of Chemical and Nano Engineering, University of California San Diego, La Jolla, California 92093, USA; 2Program in Materials Science and Engineering, University of California San Diego, La Jolla, California 92093, USA; 3Department of Materials Science and Engineering, University of California Irvine, Irvine, California 92697, USA; 4Department of Physics and Astronomy, University of California Irvine, Irvine, California 92697, USA; 5Irvine Materials Research Institute, University of California Irvine, Irvine, California 92697, USA"
10.26599/JAC.2025.9221048,Distinguishing electrotensile strain and electrobending strain,"School of Materials, Sun Yat-sen University, Shenzhen 518107, China"
10.26599/JAC.2025.9221049,Self-assembled Fe3O4 nanoparticles on V2C MXene for enhanced supercapacitor and microwave absorption applications,"1School of Materials Science and Engineering, Henan Polytechnic University, Jiaozuo 454003, China; 2Henan Province Expressway Efficient Energy Storage Technology and Application Engineering Research Center, Zhengzhou 450121, China; 3Department of Macromolecular Science, Fudan University, Shanghai 200438, China; 4Henan Radio Requlation Information System Backup Center, Zhengzhou 450008, China"
10.26599/JAC.2024.9221015,"Low sintering shrinkage porous ceramics: Principles, progress, and perspectives","1State Key Laboratory of Solidification Processing, MIIT Key Laboratory of Radiation Detection Materials and Devices, School of Materials Science and Engineering, Northwestern Polytechnical University, Xi’an 710072, China; 2Institute for Advanced Materials and Technology, University of Science and Technology Beijing, Beijing 100083, China; 3State Key Lab of New Ceramics and Fine Processing, School of Materials Science and Engineering, Tsinghua University, Beijing 100084, China"
10.26599/JAC.2025.9221033,Engineering design of feedstock powder and relevant thermal–mechanical performance of thermal/environmental barrier coatings,"1Shanghai Key Laboratory of Advanced High-temperature Materials and Precision Forming, School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai 200240, China; 2National Engineering Research Center of Special Equipment and Power System for Ship and Marine Engineering, Shanghai 200030, China; 3School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai 200240, China; 4State Key Laboratory of Advanced Nuclear Energy Technology, Nuclear Power Institute of China, Chengdu 610213, China; 5Innovative Sensor Technology IST AG, Ebnat-Kappel 9642, Switzerland; 6S"
10.26599/JAC.2024.9221018,Ultrahigh energy density and efficiency BaTiO3-based multilayer ceramic capacitors,"1Key Laboratory of Inorganic Functional Materials and Devices, Shanghai Institute of Ceramics, Chinese Academy of Sciences, Shanghai 200050, China; 2Center of Materials Science and Optoelectronics Engineering, University of Chinese Academy of Sciences, Beijing 100049, China; 3The State Key Laboratory of High Performance Ceramics and Superfine Microstructure, Shanghai Institute of Ceramics, Chinese Academy of Sciences, Shanghai 200050, China"
10.26599/JAC.2024.9221019,In situ formation of high-entropy carbide phase in porous SiBCN ceramic for enhanced high-temperature stability,"1Key Laboratory of Advanced Ceramics and Machining Technology of Ministry of Education, School of Materials Science and Engineering, Tianjin University, Tianjin 300350, China; 2Tianjin Key Laboratory of Low-dimensional Electronic Materials and Advanced Instrumentation, Tianjin 300072, China"
10.26599/JAC.2024.9221020,Abnormal dielectric behavior of glaserite-type Ba3−xSrxMgSi2O8 solid solution,"1School of Optical and Electronic Information, Key Lab of Functional Materials for Electronic Information (B) of MOE, Huazhong University of Science and Technology, Wuhan 430074, China; 2Wenzhou Key Laboratory of Microwave Communication Materials and Devices, Wenzhou Advanced Manufacturing Institute of HUST, Wenzhou 325035, China"
10.26599/JAC.2024.9221021,"Regulating the composition, structure, and nanoscale dimensions of Yb2Si2O7 environmental barrier coating to achieve a biomimetic teakwood-like functional structure by waste gas recycling","1Key Laboratory for Liquid-Solid Structural Evolution and Processing of Materials (Ministry of Education), School of Materials Science and Engineering, Shandong University, Jinan 250061, China; 2National Engineering Laboratory for Modern Materials Surface Engineering Technology & The Key Lab of Guangdong for Modern Surface Engineering Technology & Guangdong-Hong Kong Joint Laboratory of Modern Surface Engineering Technology, Institute of New Materials, Guangdong Academy of Sciences, Guangzhou 510650, China"
10.26599/JAC.2024.9221022,Elevated temperature performance: Arc-jet testing of carbon fiber reinforced ZrB2 bars up to 2200 °C for strength retention assessment,"1CNR-ISSMC, National Research Council of Italy - Institute of Science, Technology and Sustainability for Ceramics, Faenza 48018, Italy; 2Department of Materials Science and Engineering, Missouri University of Science and Technology, Rolla 65409-0330, USA; 3University of Naples, Dept. of Industrial Engineering, Naples 80125, Italy; 4Politecnico di Milano, Department of Aerospace Science and Technology, Milan 20156, Italy"
10.26599/JAC.2024.9221023,Enhanced ionic conductivity of Ce-doped Na3Zr2Si2PO12 electrolyte for achieving superior performance of solid-state sodium batteries,"School of Materials Science and Engineering, State Key Lab of Silicon and Advanced Semiconductor Materials, Zhejiang University, Hangzhou 310058, China"
10.26599/JAC.2024.9221024,Chemical bond and dielectric response of Yb2Si2O7 ceramic with low dielectric constant at GHz and THz,"1College of Information Engineering, Shaoyang University, Shaoyang 422000, China; 2School of Materials and Energy, University of Electronic Science and Technology of China, Chengdu 611731, China; 3School of Civil Engineering and Geomatics, Southwest Petroleum University, Chengdu 610500, China; 4State Key Laboratory of Electronic Thin Films and Integrated Devices, University of Electronic Science and Technology of China, Chengdu 611731, China"
10.26599/JAC.2024.9221025,"Simultaneous achievement of large strain, low hysteresis, and high-temperature stability in textured BT-based piezoelectric ceramics","1School of Materials Science and Engineering, Laboratory of Sensitive Materials and Devices Shandong Department of Education, Liaocheng University, Liaocheng 252059, China; 2Functional Materials and Acoustooptic Instruments Institute, Harbin Institute of Technology, Harbin 150080, China; 3School of Materials Science and Engineering, Tongji University, Shanghai 201804, China"
10.26599/JAC.2024.9221026,Synergistic improvement of the mechanical and biological performance of Si3N4 by incorporating nanostructured graphene,"1School of Life Science and Technology, Harbin Institute of Technology, Harbin 150001, China; 2Department of Stomatology, the First Medical Center, Chinese PLA General Hospital, Beijing 100853, China; 3Center for Composite Materials and Structures, Harbin Institute of Technology, Harbin 150001, China; † Zhe Zhan and Bin Deng contributed equally to this work."
10.26599/JAC.2024.9221027,Unique composite architecture of phosphor-in-glass film coated on different heat-conducting substrates for high-brightness laser lighting,"1State Key Laboratory of Intelligent Manufacturing Equipment and Technology, School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan 430074, China; 2School of Aerospace Engineering, Huazhong University of Science and Technology, Wuhan 430074, China; 3School of Energy and Power Engineering, Huazhong University of Science and Technology, Wuhan 430074, China"
10.26599/JAC.2025.9221028,Stabilizing high-entropy MAX phases by incorporating tin,"1Key Laboratory of Advanced Technologies of Material, Ministry of Education, School of Material Science and Engineering, Southwest Jiaotong University, Chengdu 610031, China; 2State Key Laboratory of Green Building Material, China Building Material Academy, Beijing 100024, China; 3Henan Key Laboratory of High Performance Carbon Fiber Reinforced Composites, Institute of Carbon Matrix Composites, Henan Academy of Sciences, Zhengzhou 450046, China; 4School of Material Science and Engineering, Zhengzhou University, Zhengzhou 450001, China"
10.26599/JAC.2025.9221029,"Achieving ultrahigh power factor in Mg3(Sb,Bi)2-based thermoelectric alloys sintered by introducing elemental Mg and W","1School of Materials Science and Engineering, Jiangsu University, Zhenjiang 212013, China; 2School of Intelligent Manufacturing, Huzhou College, Huzhou 313000, China"
10.26599/JAC.2025.9221030,Synthesis of novel high-entropy diborides with high-efficiency electromagnetic wave absorption and excellent thermal stability,"1College of Physics and Electronic Information Engineering, Guilin University of Technology, Guilin 541004, China; 2State Key Laboratory of Advanced Marine Materials, Ningbo Institute of Materials Technology and Engineering, Chinese Academy of Sciences, Ningbo 315201, China; 3Tianjin Key Laboratory of Optical Thin Films, Tianjin Jinhang Technical Physics Institute, Tianjin 300308, China; † Chencheng Liu and Qingyun Chen contributed equally to this work."
10.26599/JAC.2025.9221032,Highly toughened translucent glass matrix nanoceramics enhanced by amorphous Al2O3,"1Department of Engineering Science, Uppsala University, Uppsala 75121, Sweden; 2School of Material Science and Engineering, Central South University, Changsha 410083, China"
10.26599/JAC.2024.9220997,Advances in reactive air wetting and brazing of engineering ceramics,"1School of Materials Science and Engineering, Jiangsu University, Zhenjiang 212013, China; 2School of Intelligent Manufacturing, Huzhou College, Huzhou 313000, China; 3National Research Council, Institute of Condensed Matter Chemistry and Technologies for Energy, CNR-ICMATE, Genoa 16149, Italy"
10.26599/JAC.2024.9221001,Densification of ceria-based barrier layer for solid oxide cells at lower sintering temperatures: A review,"1Key Laboratory for Power Machinery and Engineering of Ministry of Education, Shanghai Jiao Tong University, Shanghai 200240, China; 2School of Physics and Astronomy, Shanghai Jiao Tong University, Shanghai 200240, China; † Shiyi Wu and Wenyi Yan contributed equally to this work."
10.26599/JAC.2024.9220998,Design and fabrication of (Hf0.25Zr0.25Ta0.25Nb0.25)C–SiC ceramics with improved microwave absorbing properties via PDC route,"School of Physics and Materials Science, Guangzhou University, Guangzhou 510006, China; † Bin Du and Saidi Wang contributed equally to this work."
10.26599/JAC.2024.9221004,Enhancement of densification and mechanical property of (Hf0.2Zr0.2Ti0.2Nb0.2Ta0.2)N high-entropy bulk ceramic via silicon carbide addition,"1School of Materials Science and Engineering, North Minzu University, Yinchuan 750021, China; 2National and Local Joint Engineering Research Center of Advanced Carbon-Based Ceramics Preparation Technology, Yinchuan 750021, China; 3College of Materials Science and Engineering, South China University of Technology, Guangzhou 510641, China"
10.26599/JAC.2024.9221005,Enhanced humidity-sensing performance of (Zr4+/Sb5+)-codoped TiO2 ceramics with giant dielectric properties,"1Giant Dielectric and Computational Design Research Group (GD-CDR), Department of Physics, Faculty of Science, Khon Kaen University, Khon Kaen 40002, Thailand; 2Institute of Nanomaterials Research and Innovation for Energy (IN-RIE), Faculty of Science, Khon Kaen University, Khon Kaen 40002, Thailand; 3Synchrotron Light Research Institute (Public Organization), Nakhon Ratchasima 30000, Thailand; 4Department of Fundamental Science, Faculty of Science and Technology, Surindra Rajabhat University, Surin 32000, Thailand"
10.26599/JAC.2024.9221006,"Regulation of the sintering trajectory of Ho,Pr:Y2O3 ceramics for 2.9 μm mid-infrared lasers by atmospheric sintering","1State Key Laboratory of Crystal Materials and Institute of Crystal Materials, Shandong University, Jinan 250100, China; 2Jiangsu Key Laboratory of Advanced Laser Materials and Devices, School of Physics and Electronic Engineering, Jiangsu Normal University, Xuzhou 221116, China; 3Shanghai Key Laboratory of Multidimensional Information Processing, School of Communication and Electronics Engineering, East China Normal University, Shanghai 200241, China; 4Shanghai Branch, Hefei National Laboratory, and Shanghai Research Center for Quantum Sciences, Shanghai 201315, China; 5Collaborative Innovati"
10.26599/JAC.2024.9221007,Dual-phase medium-entropy diboride–carbide ceramics with metal element exchange during sintering,"1State Key Laboratory of Advanced Fiber Materials, Institute of Functional Materials, College of Materials Science and Engineering, College of Physics, Donghua University, Shanghai 201620, China; 2State Key Laboratory of High Performance Ceramics and Superfine Microstructure, Shanghai Institute of Ceramics, Chinese Academy of Sciences, Shanghai 200050, China"
10.26599/JAC.2024.9221008,Layered metal carbo–selenide Nb2CSe2 with van der Waals interlayer coupling,"1Shenyang National Laboratory for Materials Science, Institute of Metal Research, Chinese Academy of Sciences, Shenyang 110016, China; 2School of Materials Science and Engineering, University of Science and Technology of China, Shenyang 110016, China; 3Institute of Materials Science and Devices, School of Materials Science and Engineering, Suzhou University of Science and Technology, Suzhou 215009, China; 4School of Materials Science and Engineering, Shenyang Ligong University, Shenyang 110159, China; 5Ji Hua Laboratory, Foshan 528000, China; 6Key Laboratory for Anisotropy and Texture of Mater"
10.26599/JAC.2024.9221009,A novel ultra-high temperature ceramic composite coating prepared by high-speed laser cladding and pack cementation on Ta–W alloys for higher plasma ablation resistance above 2300 °C,"1National-Local Joint Engineering Laboratory of Intelligent Manufacturing Oriented Automobile Die & Mould, Tianjin University of Technology and Education, Tianjin 300222, China; 2Defense Innovation Institute, Academy of Military Science, Beijing 100071, China; † Youjiang Zhang and Qiyao Deng contributed equally to this work."
10.26599/JAC.2024.9221010,Excellent high-temperature strength of (HfZrTiTaNb)C high-entropy carbide diffusion-bonded joint via in-situ alloying of Ni/Nb/Ni composite interlayer,"1Tianjin Key Laboratory of Advanced Joining Technology, School of Materials Science and Engineering, Tianjin University, Tianjin 300350, China; 2Key Laboratory of Advanced Ceramics and Machining Technology, Ministry of Education, Tianjin 300350, China"
10.26599/JAC.2024.9221011,Fabrication and high temperature electrical conductivity of polymer-derived SiHfBCN ceramic coating,"1Science and Technology on Thermostructural Composite Materials Laboratory, Northwestern Polytechnical University, Xi’an, Shaanxi 710072, China; 2College of Materials, Key Laboratory of High-Performance Ceramic Fibers (Xiamen University), Ministry of Education, Xiamen 361005, China; 3College of Materials, Xiamen Key Laboratory of Electronic Ceramic Materials and Devices, Xiamen University, Xiamen 361005, China"
10.26599/JAC.2024.9221012,Low dielectric loss in vanadium-based zircon ceramics via high-entropy strategy,"1College of Physics and Electronic Information Engineering, Guilin University of Technology, Guilin 541004, China; 2Guangxi Universities Key Laboratory of Non-Ferrous Metal Oxide Electronic Functional Materials and Devices, Guangxi Key Laboratory of Optical and Electronic Materials and Devices, College of Materials Science and Engineering, Guilin University of Technology, Guilin 541004, China"
10.26599/JAC.2024.9221013,Novel transparent high-entropy sesquioxide ceramics with high physicochemical plasma etching resistance,"1Nano Materials Research Division, Korea Institute of Materials Science, Changwon 51508, Republic of Korea; 2Department of Materials Science and Engineering, Pusan National University, Pusan 46241, Republic of Korea; 3Semiconductor Integrated Metrology Team, Korea Research Institute of Standards and Science, Daejeon 34113, Republic of Korea; 4Department of semiconductor Science, Engineering and Technology, Korea Aerospace University, Goyang 10540, Republic of Korea; 5School of Electronics and Information Engineering, Korea Aerospace University, Goyang 10540, Republic of Korea; 6PLS-II Beamline"
10.26599/JAC.2024.9221014,HfC–HfO2 modified high/superhigh temperature thermal protection coating for superior hot corrosion resistance and antioxidation performance,"1State Key Laboratory of Precision Welding & Joining of Materials and Structures, Harbin Institute of Technology, Harbin 150001, China; 2Institute for Advanced Ceramics, Harbin Institute of Technology, Harbin 150001, China; 3Key Laboratory of Advanced Structure-Function Integrated Materials and Green Manufacturing Technology, Harbin Institute of Technology, Harbin 150001, China; 4National Center for Materials Service Safety, University of Science and Technology Beijing, Beijing 100083, China; 5Xi’an Aerospace Composites Research Institute, Academy of Aerospace Propulsion Technology, Xi’an 7100"
10.26599/JAC.2024.9221016,A warpage-free Si3N4 slurry strategy for vat photopolymerization,"School of Materials, Shenzhen Campus of Sun Yat-sen University, Shenzhen 518107, China"
